id,x,y
1,-74.0950763144927,4.70809572816005
2,-74.1018427552943,4.68936634555609
3,-74.0786119255142,4.66632958960034
4,-74.0629257224206,4.66887797033738
5,-74.0715079075594,4.6854722612261
6,-74.0814637598293,4.69473438195428
8,-74.0932770230705,4.70687215795557
10,-74.1074450762332,4.68358653469642
12,-74.055797330972,4.66418694210043
13,-74.0621688346128,4.68542991396306
14,-74.0937084853798,4.70414651228566
15,-74.053991455234,4.68513034418161
16,-74.0750823643372,4.68573293253257
18,-74.078937085948,4.69918732575926
19,-74.0749169450837,4.68519906085476
20,-74.0756923716152,4.65954425741089
22,-74.0636065610315,4.70756384708737
23,-74.1053861888114,4.66591486794003
24,-74.0784630769221,4.6620831529433
25,-74.0715975027352,4.69248672603929
26,-74.1061300065355,4.66375806416136
28,-74.0921835450991,4.67456786657519
29,-74.08878042036,4.70388677488784
30,-74.0750080261824,4.66101227340567
31,-74.0917002545817,4.67979111604696
32,-74.0833472087315,4.67075911393953
34,-74.0661750803506,4.70359631261035
35,-74.080130037816,4.66256526428259
36,-74.0968078976738,4.69395595996786
37,-74.0542537511285,4.65547204501478
39,-74.0640796119474,4.67927183468801
40,-74.090796744007,4.66730051392589
43,-74.0739415299634,4.69712500040012
45,-74.0734830945756,4.70417232326104
46,-74.100905740162,4.66968492873346
48,-74.1028176427781,4.66150617059239
49,-74.087314146262,4.65546682424845
50,-74.0611770904799,4.66606927880045
51,-74.0962231906779,4.70807846996094
52,-74.0771367801926,4.65780460876886
53,-74.1040677038275,4.67007305503128
54,-74.0957392611603,4.69129014280252
55,-74.0679709650096,4.65464511403052
57,-74.0712986180917,4.68247303394162
58,-74.0571847521555,4.70312753996382
59,-74.0562796904586,4.6850029923801
61,-74.056906759954,4.70493914201925
62,-74.0877530990292,4.70282900009452
65,-74.1060789085109,4.70302016406532
67,-74.0986622661238,4.65741255968781
69,-74.0709635767465,4.66015798228245
72,-74.0654482861323,4.69010744872247
73,-74.0935360651474,4.69779480670423
74,-74.0809239619801,4.67819727790485
75,-74.09338877051,4.67657219079856
78,-74.0582737699158,4.68909216372982
79,-74.0774791333178,4.69326827800824
80,-74.0667219051125,4.6611867463673
81,-74.0967300708633,4.67203030894298
84,-74.0679170610139,4.69626228886603
86,-74.1072421457859,4.68813815928843
87,-74.0948541633169,4.65784527449025
90,-74.1069066098254,4.6818505324037
93,-74.0657685096669,4.70599912933407
98,-74.1052265973916,4.7032843986606
100,-74.0620111911503,4.69883596469245
101,-74.0863913014047,4.68253626577555
102,-74.105103510751,4.65526182090662
103,-74.0911492660079,4.6716641874636
105,-74.0812642084113,4.68020181213905
106,-74.0740946627575,4.70537371135437
107,-74.0720869784293,4.68493432255737
108,-74.05653895063,4.67397688041498
109,-74.0873964934344,4.68980714891963
113,-74.1059154550663,4.69656669626012
114,-74.0893437147553,4.6702324908301
116,-74.0815214879816,4.70617553371468
117,-74.0620458102507,4.70498448655781
119,-74.1009951168908,4.68960940691206
120,-74.0817458615205,4.6974527275621
121,-74.0543975926872,4.66031747264942
122,-74.0549678609696,4.65981219661801
123,-74.0617437585163,4.70699345631089
129,-74.0704230669807,4.70314624303594
130,-74.098573266566,4.67910540825749
131,-74.0810917748092,4.66580925859209
133,-74.0973791718799,4.66480312987691
135,-74.0572088038328,4.68299750932053
137,-74.1041045342253,4.66917869284411
138,-74.0976282142542,4.70435242208127
140,-74.0581914372839,4.65654994888908
144,-74.0864221921897,4.68876431098392
145,-74.0925781481439,4.68479533165919
146,-74.0817136344725,4.65426552563019
147,-74.0928666994218,4.65801620062334
148,-74.0944795948138,4.6876982670346
149,-74.0591012831232,4.66455562924441
150,-74.0754404445246,4.66566038120525
154,-74.0698517443441,4.68443972990192
156,-74.0873049056979,4.68896397068304
157,-74.106609002062,4.7002883163513
159,-74.0873567248921,4.70807919660424
160,-74.0821204322897,4.66766074953506
163,-74.1027283802455,4.69025762454788
167,-74.0883971611744,4.69602469698974
168,-74.1006627622597,4.67032552317467
170,-74.0675079362554,4.70625678090769
171,-74.0655587851936,4.66724303201626
174,-74.0868843697409,4.66990741148227
175,-74.0746628514377,4.67537925660598
176,-74.0947675053794,4.68520562332955
178,-74.0744623386491,4.70105603273217
179,-74.0969141394739,4.70564749866544
180,-74.1029007197185,4.70306007296836
181,-74.1071362951937,4.65674306562283
182,-74.085720346928,4.6968265626326
183,-74.0544417212686,4.6876642701282
185,-74.0712752271813,4.65408896056896
189,-74.0841798255689,4.65842201869225
192,-74.0817715924776,4.70065505518585
193,-74.0587807203865,4.68985903509511
195,-74.0908733585198,4.67325500273516
196,-74.0923181887206,4.70298057436003
199,-74.0971985201291,4.69444733828978
200,-74.1049763198955,4.67817498179902
201,-74.0640219566611,4.67911786176452
202,-74.068996188207,4.70105020026612
203,-74.0957944160268,4.68830528101056
204,-74.0557385125235,4.68633522235918
205,-74.090260613869,4.67768457331747
206,-74.0978763182833,4.70328104009408
208,-74.0897871281867,4.69138482455262
211,-74.1049977455511,4.67782720771826
214,-74.1012328187422,4.68319267417546
215,-74.0916368606559,4.69328920004175
216,-74.0639351609982,4.66612826244126
217,-74.0592042208623,4.68203683071235
218,-74.0976055827088,4.67662089747151
219,-74.0821425167483,4.65792791987033
220,-74.0914297443908,4.70570198614626
221,-74.0656269408909,4.68546874414245
223,-74.0879910110691,4.69546021233935
224,-74.061878715935,4.7055507160985
225,-74.1057869397312,4.66737836186349
226,-74.107465271853,4.69703050081376
227,-74.0807724733797,4.66786984027552
228,-74.1036553480881,4.67625319898145
229,-74.0740510767182,4.68172016770144
230,-74.0986489960991,4.69880428073927
231,-74.0841574521893,4.68953704506624
232,-74.0969519420311,4.68426742836805
233,-74.0729638157615,4.67730364405636
234,-74.0652050912685,4.65758523837831
235,-74.0963630883571,4.68062152395736
237,-74.0908625811222,4.66826935013723
239,-74.0772888355315,4.67786095273565
242,-74.0996966856722,4.67554355509373
243,-74.0864771033806,4.66466971572221
244,-74.0939775140667,4.66195761850285
245,-74.0860963511989,4.69364775543773
247,-74.0999737999817,4.6571118151033
248,-74.0979376275461,4.67699151150506
251,-74.0744994906115,4.67725268929708
254,-74.0805491045055,4.69345414919744
256,-74.1076419195104,4.69265784071273
257,-74.06334301657,4.69457608558347
259,-74.0990395628349,4.66526572074785
262,-74.0753317372522,4.66885622582154
263,-74.1063268651715,4.66498532923564
265,-74.0641063236624,4.68688826180505
266,-74.094440415683,4.69940010290531
267,-74.0706089518157,4.69920631962535
269,-74.0744257148016,4.66855328924975
272,-74.0945239091356,4.68497706363975
273,-74.0920061845935,4.69374981050509
274,-74.1037064653238,4.67588417771034
276,-74.096930644294,4.68725802958313
277,-74.0987581914026,4.68070169137662
278,-74.0629893021119,4.70083231300828
280,-74.0760965252697,4.67736738121185
283,-74.0645413856889,4.69724224350559
284,-74.0679557917568,4.66043414059419
285,-74.1064004075533,4.68259683163968
286,-74.0978155479371,4.67337855171986
287,-74.0727245070433,4.7080983599441
288,-74.104666342685,4.69636193188958
290,-74.0627643293545,4.69555565824598
291,-74.0624086712949,4.67920889853173
293,-74.0947022003195,4.68579612695448
294,-74.101838745284,4.6620964583486
295,-74.0705167368498,4.68731362510231
298,-74.070750190139,4.69034335350289
299,-74.1071632769838,4.69353690322039
300,-74.0543046634757,4.66907198363102
302,-74.0687625136382,4.68475256033849
309,-74.0970802506901,4.68354473963067
