id,x,y
1,-74.0838062021712,4.67630285107639
2,-74.1070844404226,4.67388766513338
3,-74.081585392045,4.69292819596171
4,-74.1043677591741,4.70590612465946
5,-74.0770950867562,4.67763923916622
6,-74.0801855882715,4.69112371514475
7,-74.074565935871,4.67215772181577
8,-74.102107192843,4.70395437036454
9,-74.0627861235072,4.68829997862607
10,-74.0795664504208,4.69208141663208
11,-74.0999549908305,4.70028601188758
12,-74.1002930650285,4.65415154216512
13,-74.0939247528387,4.6832786563606
14,-74.0730221005558,4.69172903292803
15,-74.0903392826042,4.66234648427312
16,-74.0999742950627,4.69091406428684
17,-74.0861210089054,4.66390889513352
18,-74.0729045642713,4.69614897913353
19,-74.0766187897021,4.69009893264971
20,-74.0873285419458,4.66108138690935
21,-74.0912528710225,4.67175195754324
22,-74.0944782040649,4.69972990503606
23,-74.0873968717636,4.69197151656759
24,-74.0747378272331,4.70198717629432
25,-74.082226718605,4.68893157492737
26,-74.0910892820556,4.69463993586065
27,-74.0581743857043,4.68912675686253
28,-74.0977985225807,4.67709063900952
29,-74.061355332201,4.6945046131365
30,-74.106310377737,4.66498636099499
31,-74.0893039011186,4.70590301331335
32,-74.1051066674937,4.68232500831388
33,-74.0606930040258,4.65775908323054
34,-74.0838784880423,4.67085836742012
35,-74.0793148987766,4.68007222356213
36,-74.1005232779075,4.69647182534971
37,-74.0872475283045,4.67596717808072
38,-74.0594781640775,4.70744483250971
39,-74.1059977161037,4.69931928378065
40,-74.0767093862694,4.68560625317312
41,-74.0784363402932,4.66494548840046
42,-74.0839508480635,4.66106445568896
43,-74.0654143472238,4.70734390399061
44,-74.0750169480773,4.69501425809922
45,-74.0656224375117,4.66374950837392
46,-74.095067145649,4.68848469803889
47,-74.0911212257344,4.70610185681819
48,-74.0659149712423,4.68904549499318
49,-74.0620224722273,4.68375884807258
50,-74.1039739952971,4.69881304305824
51,-74.054399160918,4.68879309772639
52,-74.0972352514502,4.69131640542961
53,-74.0594817661741,4.67545580667435
54,-74.0725738845389,4.66156452972964
55,-74.0966173043445,4.68499146196425
56,-74.0580760540341,4.69627646481868
57,-74.0823769315844,4.67889390649803
58,-74.058121193877,4.69281207240793
59,-74.0882849313689,4.6795169280212
60,-74.0740099506372,4.67836621226883
61,-74.0783281973422,4.70455079031309
62,-74.0870215555278,4.70023312941636
63,-74.0608651010444,4.67741929610741
64,-74.0952412644351,4.65871127225928
65,-74.1002923321888,4.69835447228984
66,-74.0900098535537,4.69775874811368
67,-74.0764539575689,4.65995863914945
68,-74.0735275274998,4.67742578334066
69,-74.0946818992655,4.68825635004264
70,-74.0872934665893,4.65847047805622
71,-74.0866276641353,4.6544647192796
72,-74.0753892773226,4.65571180539621
73,-74.0926718931199,4.6929034789683
74,-74.1028460616703,4.6660008967605
75,-74.0881116993249,4.69848301873276
76,-74.0813073200913,4.6575626758716
77,-74.0888108009193,4.69093844776042
78,-74.0719445451436,4.67025537097835
79,-74.061375120826,4.66452471483752
80,-74.0890179106255,4.68468715587487
81,-74.0778383344309,4.67943933982952
82,-74.0818518513613,4.69444677705895
83,-74.1017250698787,4.67684565468611
84,-74.0796882369922,4.65539182721519
85,-74.0634852225837,4.66343616864305
86,-74.0591972145078,4.67558272176617
87,-74.0696563648455,4.69265669871636
88,-74.0548113388608,4.70014110128769
89,-74.0610705161499,4.65523025021429
90,-74.0639742615475,4.67134611336056
91,-74.0971998146087,4.70541964345261
92,-74.093399667366,4.68268001922195
93,-74.1037749142351,4.67821229882246
94,-74.0928627612452,4.66212367816405
95,-74.0543976443279,4.70428596853769
96,-74.0808381207009,4.70035708186124
97,-74.0918318313344,4.66956910051572
98,-74.0556093744785,4.70550954776307
99,-74.0638221415381,4.656985166716
100,-74.1061818345925,4.68270146064607
101,-74.0926094949332,4.69135428826391
102,-74.0626252398989,4.67905466554602
103,-74.0621577727381,4.65519015551638
104,-74.0579024516298,4.70167012352537
105,-74.0620660952158,4.70809095780554
106,-74.0806452296246,4.69613899380732
107,-74.0731693122433,4.70705015790736
108,-74.0920083387864,4.66834122534852
109,-74.0883571373744,4.69201194677169
110,-74.0652118701874,4.6604004222852
111,-74.0648348342732,4.70507377179241
112,-74.074212699977,4.65710259430053
113,-74.0831726168073,4.66411116925812
114,-74.1007988623454,4.68192094206858
115,-74.0667948685695,4.7001288678625
116,-74.0779176594261,4.65471679295841
117,-74.1017724313798,4.68704945279291
118,-74.0765657584997,4.68795361837028
119,-74.0768518264036,4.68435817063426
120,-74.067339379357,4.67470284325402
121,-74.0658708394758,4.66817028676585
122,-74.0800379190312,4.65628498288069
123,-74.0897359112324,4.69066211032142
124,-74.0605648553624,4.67283168372553
125,-74.0719986660505,4.68215647071717
126,-74.0658174133518,4.67615208268111
127,-74.1040892322232,4.69819852122346
128,-74.0636148031122,4.69543219773684
129,-74.0549767751725,4.68686007553997
130,-74.0828855613851,4.65438904747631
131,-74.0945423877963,4.69992737995955
132,-74.0660613327339,4.68559961920179
133,-74.088087240036,4.6660019144255
134,-74.1058250349611,4.67385652176293
135,-74.096816891906,4.65711029353376
136,-74.0846242454401,4.70149274124505
137,-74.1022772745899,4.67679674429038
138,-74.0969407896531,4.66555481297636
139,-74.058775294877,4.6710307499522
140,-74.0805949512545,4.69759915520211
141,-74.0774137516907,4.6548123634368
142,-74.0911690187413,4.70819635739569
143,-74.0937245578632,4.6685313928338
144,-74.0884746929077,4.70048990953168
145,-74.0729959979293,4.66702066107331
146,-74.0833882511199,4.67005461748703
147,-74.0742468976429,4.69970139735913
148,-74.101091853956,4.65416191231508
149,-74.0777617830401,4.68236586114596
150,-74.0693602709781,4.69983229496436
151,-74.0679020714872,4.66857008166485
152,-74.0923054739405,4.65516648781802
153,-74.0578698651741,4.6596243088491
154,-74.080695334365,4.70469925580085
155,-74.0938512406331,4.68368433266365
156,-74.0692820108615,4.70270673202534
157,-74.0892597457853,4.70500833249779
158,-74.0672798881064,4.68706772217919
159,-74.0544834707897,4.70061351992927
160,-74.1014499852932,4.6977768483931
161,-74.0951310209965,4.70498129379597
162,-74.0887570704524,4.68742561205376
163,-74.1026147520747,4.68981370057695
164,-74.0704088242929,4.70355594462887
165,-74.0793894786179,4.68816046517428
166,-74.0681959461765,4.69145555862787
167,-74.0971156778757,4.6945206277815
168,-74.1056571086659,4.68722354454925
169,-74.102722902768,4.69957061811353
170,-74.0761942146665,4.69742869449878
171,-74.0548094586456,4.70770060002084
172,-74.0630573000797,4.66503935705603
173,-74.0562894357974,4.65670664455198
174,-74.0817790018613,4.67244044366507
175,-74.1064039160873,4.66062186961824
176,-74.0566522180334,4.68157457686584
177,-74.0931468432983,4.65932413605986
178,-74.0963876099875,4.66860072185193
179,-74.0931328736692,4.68352861135791
180,-74.0617823720039,4.70386375937566
181,-74.1041226436965,4.69893450767372
182,-74.0621355214607,4.69368474867075
183,-74.060775052722,4.67657279660245
184,-74.1006754825664,4.69560939174249
185,-74.0894363010131,4.66106763486254
186,-74.0685092946614,4.70161896801653
187,-74.0657740696663,4.67778432894398
188,-74.073650169202,4.65447427184357
189,-74.0820058142716,4.70162016460636
190,-74.0828175927877,4.6567814967576
191,-74.0925951879903,4.68875541676767
192,-74.0678836814666,4.6682730003454
193,-74.0801171571865,4.69173587701142
194,-74.0874633223232,4.70541772646958
195,-74.1013819609637,4.65932855332187
196,-74.0658372495135,4.66694850221646
197,-74.0625763016316,4.6936217678908
198,-74.1055457352376,4.66839044938776
199,-74.1002729907304,4.69747723842884
200,-74.0942095370141,4.66837548969326
201,-74.0897899202468,4.65954693664
202,-74.0797792152752,4.66651300512157
203,-74.0951375852956,4.70326229454913
204,-74.0544684943683,4.70178802170168
205,-74.0865355315528,4.68184936743126
206,-74.0838098331221,4.67976879948282
207,-74.060299622066,4.68126630960701
208,-74.0749337042802,4.69789126243161
209,-74.0578021046377,4.66303605278768
210,-74.1075651683046,4.70271334615832
211,-74.0978941477089,4.69623137588882
212,-74.0706045012984,4.70391047810042
213,-74.0726378666298,4.67221348331676
214,-74.0907775385492,4.70043305168279
215,-74.0943017768184,4.69393985592371
216,-74.0651667265678,4.68787153777624
217,-74.0583689222207,4.69980177359238
218,-74.1035876598513,4.69775411937319
219,-74.0847957823924,4.65691557065174
220,-74.0549227835186,4.69847821429372
221,-74.0842289301641,4.65449718099024
222,-74.1019233301406,4.65854716417173
223,-74.0632129565332,4.67912815979799
224,-74.0808940908661,4.6899874022463
225,-74.10474562528,4.66977581055141
226,-74.10255886671,4.68525262473832
227,-74.0766270062141,4.69462862808235
228,-74.1064669487673,4.66732292178699
229,-74.0675541204063,4.66018802442132
230,-74.0624979493625,4.70025646117836
231,-74.0977960087157,4.68718709579579
232,-74.0843341173582,4.6708348210293
233,-74.0815823608666,4.67156779242795
234,-74.0641934576588,4.67899307245197
235,-74.054790928105,4.69798699801883
236,-74.0813223050859,4.68245429953045
237,-74.0856456519589,4.69088919155975
238,-74.0697725592648,4.69992036828754
239,-74.0967758184098,4.69111351893472
240,-74.0706785460881,4.66521818751154
241,-74.0835540425968,4.66591479892327
242,-74.0567845050788,4.65796678364083
243,-74.0921935900849,4.6933352664285
244,-74.0796039269064,4.65779015167574
245,-74.1029043369472,4.65686403779649
246,-74.1054511628773,4.69235894761177
247,-74.0689800204866,4.65976498031472
248,-74.0629957513839,4.68966412854376
249,-74.0974439940828,4.67650507889461
250,-74.0720855402445,4.70172774950353
251,-74.0763053528791,4.65800111538287
252,-74.0944800385688,4.66409668917629
253,-74.0648808973039,4.65910146559306
254,-74.072945418326,4.67702644956972
255,-74.0724762080711,4.66982007478484
256,-74.0981541789408,4.70414063682806
257,-74.0572595693527,4.70346089637514
258,-74.0886198611491,4.65881211724977
259,-74.0795975362999,4.66237836544595
260,-74.0551904475286,4.69261443233766
261,-74.0941721516991,4.67703193371309
262,-74.061919831139,4.6915089272402
